,acousticness,danceability,energy,instrumentalness,music_genre
929,0.0015199999999999,0.6970000000000001,0.664,0.00541,0
930,0.0302,0.67,0.941,0.0017399999999999,0
931,0.0402,0.254,0.455,0.912,0
932,0.238,0.326,0.7609999999999999,0.759,0
933,0.625,0.335,0.731,0.87,0
934,0.000212,0.555,0.802,0.8740000000000001,0
935,0.0748,0.588,0.72,6.12e-05,0
936,0.39,0.58,0.662,4.39e-05,0
937,0.0027199999999999,0.586,0.8029999999999999,0.639,0
938,0.0807,0.605,0.6940000000000001,0.182,0
939,0.0493,0.416,0.823,0.0141,0
940,0.14,0.55,0.846,0.931,0
941,0.0335,0.615,0.987,0.8059999999999999,0
942,0.574,0.431,0.677,0.499,0
943,0.0116,0.377,0.65,0.8270000000000001,0
945,0.366,0.67,0.679,0.716,0
948,0.0636,0.381,0.861,0.0,0
949,0.0635,0.5489999999999999,0.941,0.696,0
951,0.0003549999999999,0.8140000000000001,0.877,0.455,0
952,0.0509,0.6,0.997,0.773,0
954,0.4479999999999999,0.649,0.488,0.000547,0
956,0.158,0.317,0.5710000000000001,2.95e-06,0
957,0.00155,0.848,0.718,0.0824,0
958,0.00259,0.66,0.652,0.0,0
961,0.0104,0.306,0.914,0.217,0
962,0.0174,0.914,0.88,0.00883,0
963,0.00642,0.713,0.932,0.0293,0
964,0.0171,0.82,0.933,0.0659,0
965,0.0505,0.8170000000000001,0.629,0.12,0
966,0.371,0.825,0.467,0.845,0
967,0.309,0.433,0.449,0.925,0
969,0.00804,0.516,0.92,0.614,0
972,0.0182,0.466,0.928,0.485,0
973,0.00415,0.523,0.99,0.7809999999999999,0
974,0.0265,0.639,0.69,0.000551,0
975,0.0327,0.672,0.74,0.0565,0
976,0.0691,0.654,0.965,0.000128,0
977,0.00428,0.64,0.5660000000000001,0.1009999999999999,0
979,0.00118,0.848,0.6509999999999999,0.52,0
980,0.00107,0.5720000000000001,0.993,0.11,0
981,0.0246,0.485,0.845,9.34e-05,0
982,0.0246,0.648,0.782,0.4679999999999999,0
984,0.0792,0.575,0.637,0.911,0
986,0.000303,0.546,0.972,0.8540000000000001,0
987,0.0181,0.77,0.965,0.653,0
989,0.00255,0.307,0.904,0.6829999999999999,0
990,0.00921,0.733,0.87,6.6e-05,0
991,0.000234,0.4539999999999999,0.716,0.93,0
992,0.011,0.703,0.569,0.026,0
994,0.138,0.5670000000000001,0.928,4.74e-05,0
996,0.132,0.68,0.556,0.231,0
997,0.0358,0.514,0.685,0.00101,0
999,0.000448,0.8640000000000001,0.653,0.838,0
1001,0.0733,0.565,0.779,2.92e-05,0
1002,0.00406,0.421,0.943,0.00335,0
1003,0.0828,0.562,0.8290000000000001,0.0313,0
1004,0.593,0.799,0.6459999999999999,0.016,0
1005,0.077,0.524,0.7170000000000001,0.792,0
1006,0.0774,0.541,0.773,0.00316,0
1007,0.0818,0.675,0.92,0.432,0
1008,0.0164,0.547,0.8390000000000001,0.0276,0
1009,0.0772,0.469,0.547,0.4629999999999999,0
1011,0.0692,0.74,0.682,0.53,0
1012,0.249,0.353,0.422,0.852,0
1013,0.835,0.312,0.523,0.000123,0
1014,0.000974,0.427,0.922,0.0406,0
1015,0.0643,0.703,0.937,0.0207,0
1016,0.855,0.607,0.158,0.0,0
1017,0.0441,0.54,0.644,0.208,0
1018,0.205,0.8959999999999999,0.7070000000000001,0.0131,0
1019,0.422,0.385,0.669,1.4499999999999998e-05,0
1020,0.00824,0.774,0.794,0.00317,0
1021,0.00907,0.865,0.7140000000000001,0.772,0
1022,0.0074099999999999,0.7879999999999999,0.966,0.293,0
1023,0.0631,0.883,0.64,0.45,0
1024,0.212,0.602,0.969,0.46,0
1025,0.436,0.477,0.614,0.873,0
1027,0.0187,0.508,0.902,0.8220000000000001,0
1028,0.4589999999999999,0.855,0.541,0.942,0
1029,0.00344,0.5720000000000001,0.944,0.00208,0
1030,0.0345,0.738,0.924,6.09e-06,0
1032,0.0115,0.523,0.4479999999999999,0.947,0
1034,7.609999999999999e-05,0.721,0.8009999999999999,0.0355,0
1036,0.165,0.349,0.731,0.727,0
1037,0.00143,0.492,0.925,0.0574,0
1038,0.0108,0.489,0.7759999999999999,0.135,0
1039,0.003,0.7020000000000001,0.71,0.0015,0
1040,0.00789,0.8270000000000001,0.713,0.118,0
1041,0.307,0.626,0.947,0.868,0
1042,0.0217,0.508,0.691,0.924,0
1043,8.63e-05,0.555,0.96,0.016,0
1044,0.022,0.578,0.974,0.000178,0
1045,0.332,0.725,0.952,0.659,0
1046,0.0339,0.8190000000000001,0.826,0.151,0
1047,0.377,0.6809999999999999,0.7140000000000001,4.34e-06,0
1048,0.0659,0.6829999999999999,0.597,0.311,0
1049,0.0014,0.812,0.835,0.85,0
1053,0.0268,0.745,0.8390000000000001,0.000538,0
1054,0.0126,0.7709999999999999,0.5429999999999999,0.843,0
1055,0.0015199999999999,0.741,0.809,0.268,0
1056,0.000272,0.5479999999999999,0.951,0.8320000000000001,0
1057,0.18,0.537,0.71,1.26e-06,0
1061,0.02,0.847,0.5,0.632,0
1062,0.00168,0.584,0.579,0.000992,0
1063,0.0764,0.421,0.944,0.815,0
1064,0.7,0.455,0.422,0.919,0
1066,0.000204,0.5710000000000001,0.877,0.537,0
1069,0.00156,0.6829999999999999,0.974,0.555,0
1070,0.0005809999999999,0.433,0.966,0.0664,0
1071,0.0162,0.713,0.5,0.914,0
1073,0.0169,0.528,0.531,0.85,0
1076,0.00249,0.517,0.7929999999999999,4.13e-05,0
1078,0.173,0.382,0.6859999999999999,0.00193,0
1080,0.0238,0.591,0.705,0.77,0
1081,0.24,0.7,0.387,0.8909999999999999,0
1083,0.5920000000000001,0.71,0.8320000000000001,0.924,0
1084,0.0467,0.8240000000000001,0.745,3.289999999999999e-05,0
1085,0.181,0.539,0.737,0.000153,0
1086,0.023,0.626,0.979,0.555,0
1087,0.121,0.7759999999999999,0.8390000000000001,0.000724,0
1088,0.331,0.7909999999999999,0.83,0.0359,0
1090,0.034,0.649,0.818,0.401,0
1092,0.0643,0.7709999999999999,0.873,0.0195,0
1093,0.0214,0.456,0.603,4.56e-05,0
1095,0.0128,0.706,0.863,0.847,0
1096,0.0424,0.654,0.9,0.173,0
1097,0.00079,0.782,0.507,0.357,0
1099,0.00168,0.687,0.987,0.499,0
1100,0.0040799999999999,0.809,0.706,0.182,0
1101,0.0265,0.868,0.784,0.000807,0
1102,0.0754,0.706,0.83,0.165,0
1104,0.128,0.581,0.92,4.57e-06,0
1105,0.00649,0.591,0.913,0.000207,0
1107,0.0311,0.155,0.557,8.96e-05,0
1108,0.108,0.273,0.908,0.94,0
1110,0.0522,0.5920000000000001,0.899,0.7909999999999999,0
1111,0.000109,0.486,0.87,1.89e-06,0
1114,0.003,0.509,0.861,0.899,0
1115,0.083,0.691,0.899,0.8270000000000001,0
1116,4.11e-05,0.6779999999999999,0.6509999999999999,0.0212,0
1117,0.528,0.408,0.436,0.0995,0
1118,0.00495,0.746,0.436,0.0264,0
1119,0.000988,0.851,0.569,0.664,0
1121,0.0792,0.57,0.536,0.2739999999999999,0
1123,3.15e-05,0.506,0.846,0.812,0
1124,0.4,0.603,0.5329999999999999,0.0,0
1125,0.0596,0.7120000000000001,0.852,0.00518,0
1126,0.0747,0.528,0.622,0.258,0
1127,0.00501,0.62,0.871,0.0511,0
1129,0.0018399999999999,0.5770000000000001,0.97,0.0257,0
1130,0.0225,0.8759999999999999,0.758,0.265,0
1131,0.344,0.5720000000000001,0.3229999999999999,0.00742,0
1133,0.0289,0.6990000000000001,0.945,0.0,0
1134,0.0688,0.752,0.596,0.0204,0
1135,5.07e-05,0.8059999999999999,0.492,0.897,0
1136,0.575,0.733,0.561,0.872,0
1137,0.4379999999999999,0.777,0.73,0.0919,0
1138,0.0104,0.64,0.969,0.28,0
1139,0.411,0.778,0.708,0.0,0
1140,0.04,0.685,0.675,0.0161,0
1141,0.134,0.6759999999999999,0.917,0.823,0
1142,0.434,0.634,0.207,0.8809999999999999,0
1143,0.00936,0.726,0.703,0.114,0
1145,0.289,0.6940000000000001,0.385,0.395,0
1147,0.0129,0.769,0.831,0.0167,0
1148,0.382,0.406,0.5920000000000001,8.379999999999999e-05,0
1149,0.0874,0.71,0.965,0.0161,0
1150,0.0305,0.667,0.742,0.754,0
1151,0.531,0.664,0.644,0.6609999999999999,0
1152,0.0947,0.264,0.965,0.165,0
1154,0.00892,0.5660000000000001,0.879,0.36,0
1155,0.865,0.239,0.3939999999999999,0.821,0
1156,0.00416,0.6940000000000001,0.959,0.00525,0
1158,0.00886,0.564,0.598,0.7859999999999999,0
1159,0.0048,0.769,0.545,0.866,0
1162,0.000157,0.715,0.939,0.7559999999999999,0
1164,0.212,0.679,0.447,0.0161,0
1165,0.0328,0.569,0.948,0.925,0
1166,0.0875,0.617,0.7829999999999999,0.405,0
1167,0.00732,0.758,0.98,0.151,0
1168,0.00297,0.3989999999999999,0.925,0.799,0
1170,0.125,0.535,0.809,3.4e-05,0
1172,0.0282,0.723,0.63,0.745,0
1173,0.477,0.5589999999999999,0.476,0.00164,0
1174,0.44,0.682,0.373,0.919,0
1176,0.0113,0.735,0.899,0.000286,0
1177,0.0422,0.6,0.7959999999999999,0.911,0
1178,0.0075,0.603,0.72,0.936,0
1179,0.161,0.6990000000000001,0.789,0.348,0
1180,0.00521,0.507,0.902,0.0723,0
1181,0.00422,0.614,0.544,0.19,0
1182,0.265,0.636,0.293,0.857,0
1183,0.00765,0.631,0.481,0.8490000000000001,0
1184,1.87e-05,0.534,0.994,0.922,0
1186,0.019,0.8,0.8029999999999999,4.5e-06,0
1187,0.00606,0.59,0.8909999999999999,0.0785,0
1188,0.00796,0.684,0.9,6.22e-05,0
1189,0.00425,0.6759999999999999,0.885,0.861,0
1191,0.486,0.7020000000000001,0.5920000000000001,0.6940000000000001,0
1192,0.00629,0.913,0.429,0.868,0
1193,0.0172,0.285,0.902,0.32,0
1194,0.00473,0.62,0.773,0.57,0
1195,0.0163,0.561,0.919,1.7e-05,0
1197,0.0264,0.609,0.305,0.623,0
1200,0.272,0.7090000000000001,0.36,0.8,0
1201,0.00183,0.7170000000000001,0.715,0.8320000000000001,0
1203,0.0118,0.5870000000000001,0.972,0.0214,0
1204,0.142,0.735,0.7040000000000001,0.242,0
1205,0.0627,0.7090000000000001,0.556,0.0114,0
1206,0.0101,0.595,0.996,0.0634,0
1207,0.16,0.785,0.6709999999999999,0.521,0
1208,0.0004089999999999,0.5670000000000001,0.898,0.613,0
1209,0.00359,0.67,0.835,0.0521,0
1210,0.0264,0.445,0.748,0.0034799999999999,0
1212,0.0226,0.64,0.916,0.86,0
1215,0.659,0.5579999999999999,0.414,0.000169,0
1216,0.0192,0.623,0.643,6.6e-05,0
1218,0.118,0.784,0.491,0.907,0
1219,0.000484,0.471,0.975,0.177,0
1221,0.108,0.655,0.996,0.059,0
1222,0.513,0.349,0.35,0.0432,0
1223,0.231,0.489,0.58,5e-05,0
1225,0.00935,0.7240000000000001,0.909,0.0377,0
1226,0.351,0.595,0.557,0.81,0
1227,0.00366,0.911,0.551,0.0683,0
1229,0.000761,0.7909999999999999,0.708,0.0007099999999999,0
1230,0.0265,0.78,0.677,0.86,0
1231,0.0237,0.617,0.72,0.47,0
1232,0.114,0.8290000000000001,0.779,4.16e-06,0
1233,0.0278,0.461,0.865,0.8690000000000001,0
1235,0.0157,0.833,0.938,0.0718,0
1236,0.0363,0.659,0.932,0.000421,0
1238,0.0015199999999999,0.613,0.7929999999999999,0.000434,0
1239,0.0555,0.506,0.6809999999999999,0.883,0
1240,0.0388,0.721,0.7829999999999999,0.812,0
1241,0.00062,0.935,0.433,0.878,0
1242,0.414,0.81,0.591,0.799,0
1244,0.0289,0.586,0.68,0.184,0
1245,0.836,0.475,0.201,0.9,0
1247,1.32e-05,0.365,0.723,0.00059,0
1249,0.0028699999999999,0.735,0.953,0.721,0
1250,0.144,0.573,0.742,0.00137,0
1251,0.00465,0.486,0.7390000000000001,0.0,0
1252,0.125,0.332,0.722,0.1989999999999999,0
1255,0.0634,0.427,0.952,1.4e-06,0
1257,0.0006349999999999,0.537,0.7070000000000001,3.36e-06,0
1258,0.022,0.546,0.909,0.000107,0
1259,0.412,0.617,0.314,0.933,0
1260,0.513,0.652,0.912,0.602,0
1261,0.00075,0.4579999999999999,0.887,0.449,0
1262,4.47e-05,0.7559999999999999,0.628,0.633,0
1263,0.149,0.4679999999999999,0.6970000000000001,0.177,0
1265,0.00707,0.767,0.939,0.0806,0
1266,0.043,0.561,0.934,0.381,0
1268,0.027,0.6759999999999999,0.618,0.0245,0
1269,0.0108,0.685,0.375,0.0195,0
1270,0.213,0.5479999999999999,0.672,0.0001159999999999,0
1271,0.149,0.7340000000000001,0.657,0.00161,0
1274,0.0482,0.775,0.938,0.0848,0
1278,0.00491,0.68,0.7929999999999999,0.595,0
1279,0.0258,0.5479999999999999,0.914,0.879,0
1280,0.1169999999999999,0.555,0.584,0.288,0
1281,0.0113,0.6809999999999999,0.856,0.000319,0
1282,0.00216,0.66,0.926,0.698,0
1283,0.0008759999999999,0.465,0.988,0.0948,0
1284,3.88e-05,0.419,0.956,0.003,0
1285,0.0397,0.351,0.6809999999999999,0.000265,0
1287,0.00445,0.653,0.8690000000000001,0.3979999999999999,0
1289,0.00101,0.546,0.981,0.853,0
1290,0.00252,0.8079999999999999,0.645,0.8809999999999999,0
1291,0.0616,0.387,0.758,2.26e-05,0
1294,0.12,0.726,0.7040000000000001,0.00515,0
1295,0.000749,0.612,0.973,0.138,0
1296,0.00927,0.591,0.828,0.0,0
1299,0.0518,0.365,0.8059999999999999,0.52,0
1300,0.00558,0.747,0.901,0.0285,0
1301,0.0928,0.887,0.7490000000000001,1.56e-06,0
1302,0.0137,0.416,0.594,1.24e-06,0
1303,0.00891,0.569,0.921,4.59e-05,0
1304,0.0015,0.649,0.95,0.57,0
1305,0.0107,0.6,0.745,0.804,0
1307,0.089,0.677,0.843,0.762,0
1308,0.503,0.215,0.6990000000000001,0.0088,0
1309,0.0079099999999999,0.654,0.737,0.00518,0
1310,0.214,0.261,0.455,0.481,0
1311,0.00372,0.405,0.7959999999999999,0.0378,0
1312,0.00663,0.563,0.884,0.00288,0
1314,0.236,0.315,0.7809999999999999,0.185,0
1315,0.547,0.765,0.784,0.924,0
1316,0.0106,0.7070000000000001,0.792,0.614,0
1317,0.0106,0.748,0.626,0.0125,0
1318,0.00336,0.77,0.7509999999999999,0.436,0
1320,0.00161,0.78,0.6940000000000001,0.187,0
1321,0.28,0.696,0.2339999999999999,0.0511,0
1322,0.00929,0.617,0.8959999999999999,0.0776,0
1323,0.00279,0.774,0.7440000000000001,0.000603,0
1324,0.0372,0.688,0.46,0.7609999999999999,0
1325,0.0324,0.7290000000000001,0.574,0.892,0
1326,0.00382,0.606,0.939,0.0796,0
1327,0.0263,0.495,0.929,0.00965,0
1331,3.27e-05,0.406,0.949,0.748,0
1332,0.022,0.539,0.585,0.052,0
1333,0.0571,0.66,0.789,1.6899999999999997e-05,0
1334,0.00117,0.48,0.948,0.753,0
1337,0.0727,0.486,0.795,4.9e-05,0
1338,0.0099099999999999,0.518,0.439,0.7490000000000001,0
1339,0.0364,0.64,0.937,0.0,0
1341,0.0295,0.7340000000000001,0.794,0.898,0
1342,0.479,0.713,0.617,0.851,0
1343,6.53e-05,0.58,0.7859999999999999,0.207,0
1344,0.0619,0.758,0.721,0.446,0
1345,0.155,0.65,0.741,0.4039999999999999,0
1348,0.0022,0.492,0.773,0.835,0
1350,0.00567,0.64,0.992,0.802,0
1351,0.00954,0.385,0.6459999999999999,0.000345,0
1352,0.0758,0.628,0.625,0.645,0
1354,0.0037799999999999,0.804,0.685,0.7040000000000001,0
1355,3.14e-06,0.73,0.7120000000000001,0.885,0
1356,0.298,0.552,0.479,2.17e-06,0
1357,0.964,0.515,0.485,0.823,0
1358,0.0563,0.575,0.937,1.06e-05,0
1359,5.98e-05,0.387,0.95,0.7509999999999999,0
1360,0.123,0.563,0.728,2.07e-05,0
1361,6.69e-05,0.631,0.882,0.7170000000000001,0
1362,0.634,0.498,0.8640000000000001,0.836,0
1363,0.125,0.611,0.7759999999999999,0.037,0
1365,0.000679,0.499,0.953,0.376,0
1366,0.0277,0.6679999999999999,0.763,7.950000000000001e-05,0
1368,0.0372,0.7340000000000001,0.969,0.1939999999999999,0
1369,0.00426,0.493,0.983,0.14,0
1370,0.0809,0.5920000000000001,0.368,0.877,0
1371,0.074,0.655,0.823,0.0,0
1372,0.706,0.425,0.1689999999999999,0.335,0
1373,8.05e-05,0.534,0.957,0.758,0
1374,0.794,0.7559999999999999,0.518,0.0452,0
1375,0.158,0.64,0.417,0.4529999999999999,0
1377,0.000169,0.7190000000000001,0.718,0.4,0
1378,0.956,0.688,0.589,0.908,0
1379,0.25,0.551,0.705,0.0558,0
1381,0.00155,0.653,0.899,0.799,0
1382,0.251,0.6990000000000001,0.6779999999999999,0.6970000000000001,0
1383,0.1119999999999999,0.836,0.488,0.00483,0
1384,0.6940000000000001,0.482,0.483,0.415,0
1385,0.000629,0.369,0.794,0.0107,0
1386,0.434,0.8059999999999999,0.633,0.000474,0
1387,0.00963,0.597,0.755,0.0578,0
1388,0.142,0.746,0.723,0.000404,0
1391,0.115,0.7879999999999999,0.4629999999999999,0.857,0
1393,0.314,0.862,0.762,0.000482,0
1394,0.0074099999999999,0.7340000000000001,0.821,0.968,0
1395,0.0586,0.809,0.27,0.901,0
1396,0.00314,0.307,0.828,0.0,0
1397,0.123,0.7559999999999999,0.843,0.0339,0
1399,0.0102,0.6459999999999999,0.977,0.769,0
1400,0.802,0.482,0.635,0.914,0
1402,0.000122,0.708,0.955,0.596,0
1403,0.444,0.635,0.522,0.353,0
1404,0.00137,0.902,0.7879999999999999,0.525,0
1405,0.196,0.504,0.6940000000000001,0.0163,0
1407,0.0407,0.758,0.93,0.573,0
1408,0.418,0.296,0.292,6.61e-06,0
1409,0.00461,0.7240000000000001,0.7070000000000001,0.248,0
1410,0.762,0.482,0.412,0.865,0
1412,0.346,0.7240000000000001,0.535,0.00694,0
1414,0.0461,0.785,0.6459999999999999,0.331,0
1416,0.0281,0.535,0.877,0.8270000000000001,0
1417,0.00139,0.608,0.725,0.0546,0
1418,0.00341,0.836,0.6759999999999999,0.677,0
1419,0.0249,0.865,0.65,0.000391,0
1420,0.000796,0.523,0.706,0.313,0
1421,0.0696,0.7909999999999999,0.698,0.00206,0
1424,0.125,0.7879999999999999,0.8370000000000001,6.96e-05,0
1425,0.00866,0.529,0.995,0.0725,0
1426,0.0129,0.537,0.813,0.00418,0
1427,0.073,0.5720000000000001,0.992,0.00065,0
1429,0.163,0.703,0.715,0.6940000000000001,0
1430,0.8370000000000001,0.417,0.368,0.0026,0
1431,0.5579999999999999,0.835,0.58,0.000752,0
1433,0.652,0.8690000000000001,0.305,0.423,0
1434,0.0014199999999999,0.62,0.653,0.476,0
1435,0.244,0.611,0.853,0.525,0
1436,0.1159999999999999,0.6,0.439,0.00455,0
1438,0.768,0.535,0.498,0.93,0
1439,0.715,0.524,0.574,0.838,0
1440,0.4579999999999999,0.624,0.5529999999999999,0.508,0
1441,0.00258,0.725,0.852,0.00618,0
1442,0.564,0.401,0.47,0.931,0
1444,0.337,0.635,0.784,0.917,0
1445,0.57,0.805,0.642,0.303,0
1446,0.1989999999999999,0.644,0.852,6.51e-05,0
1447,0.00183,0.581,0.934,0.684,0
1449,0.0393,0.638,0.595,2.6600000000000003e-05,0
1450,0.973,0.5760000000000001,0.275,0.941,0
1452,0.000401,0.743,0.917,0.045,0
1453,0.555,0.657,0.385,0.875,0
1454,0.0151,0.3939999999999999,0.92,0.0,0
1455,0.0052299999999999,0.501,0.946,0.309,0
1456,0.0004019999999999,0.72,0.87,0.419,0
1458,0.0009019999999999,0.569,0.7859999999999999,0.426,0
1460,0.0441,0.645,0.5379999999999999,0.679,0
1461,0.56,0.644,0.75,0.911,0
1463,0.0171,0.578,0.6779999999999999,0.28,0
1464,0.00178,0.528,0.722,0.574,0
1465,0.0012699999999999,0.5870000000000001,0.958,0.0004019999999999,0
1469,2.85e-05,0.303,0.71,0.913,0
1470,0.00925,0.718,0.757,0.104,0
1471,0.157,0.4379999999999999,0.71,0.8320000000000001,0
1472,0.263,0.7120000000000001,0.727,0.0002569999999999,0
1473,0.001,0.593,0.972,0.833,0
1475,0.499,0.479,0.7440000000000001,0.845,0
1477,0.113,0.8809999999999999,0.186,0.8079999999999999,0
1478,0.0827,0.908,0.978,0.00117,0
1479,0.000113,0.6509999999999999,0.952,0.8270000000000001,0
1480,0.00305,0.797,0.812,0.0496,0
1481,0.0875,0.8440000000000001,0.7829999999999999,0.298,0
1482,0.153,0.149,0.597,0.657,0
1483,0.141,0.78,0.79,0.858,0
1484,0.00629,0.474,0.878,0.0407,0
1485,0.0028699999999999,0.5,0.632,4.95e-06,0
1487,0.000148,0.8909999999999999,0.78,0.0681,0
1488,0.0948,0.735,0.518,0.5920000000000001,0
1489,0.0193,0.603,0.515,7.01e-05,0
1490,0.0044399999999999,0.701,0.607,4.09e-05,0
1491,0.0475,0.858,0.513,0.0141,0
1492,0.00864,0.8079999999999999,0.6829999999999999,0.425,0
1493,0.0119,0.799,0.69,2.87e-05,0
1494,0.0183,0.511,0.753,0.0506,0
1495,0.0138,0.581,0.825,0.682,0
1496,0.00987,0.5720000000000001,0.624,0.7490000000000001,0
1497,0.106,0.428,0.593,0.933,0
1498,0.0321,0.536,0.98,0.897,0
1499,0.00875,0.58,0.861,0.494,0
1500,0.00282,0.472,0.8640000000000001,0.154,0
1501,0.0159,0.7809999999999999,0.8540000000000001,0.0493,0
1502,0.0114,0.703,0.735,8.44e-05,0
1503,0.0099099999999999,0.741,0.99,0.0242,0
1504,0.00026,0.487,0.953,0.828,0
1505,0.157,0.597,0.85,0.763,0
1506,0.0106,0.612,0.6679999999999999,3.04e-05,0
1507,0.1009999999999999,0.633,0.604,0.00217,0
1508,0.282,0.547,0.948,0.8190000000000001,0
1511,0.547,0.7709999999999999,0.503,0.368,0
1512,0.0209,0.573,0.826,0.00703,0
1513,0.0047,0.391,0.904,0.0239,0
1514,0.239,0.521,0.7959999999999999,0.452,0
1515,0.285,0.845,0.8490000000000001,0.00954,0
1516,0.0552,0.446,0.7659999999999999,0.196,0
1517,0.0451,0.466,0.909,3.24e-06,0
1520,0.00412,0.313,0.828,0.000176,0
1521,0.0109,0.7170000000000001,0.976,0.123,0
1522,0.000208,0.769,0.959,0.631,0
1524,0.501,0.614,0.604,0.0166,0
1527,0.216,0.494,0.774,0.0,0
1529,0.0221,0.736,0.853,6.87e-05,0
1530,0.369,0.691,0.3279999999999999,0.705,0
1531,0.00994,0.628,0.66,0.51,0
1533,0.32,0.601,0.5579999999999999,0.375,0
1534,0.2289999999999999,0.601,0.863,0.0536,0
1535,0.0709,0.6609999999999999,0.525,0.527,0
1536,0.00792,0.703,0.8009999999999999,2.17e-06,0
1537,0.00759,0.7070000000000001,0.779,0.00473,0
1538,0.00308,0.762,0.7440000000000001,0.178,0
1539,2.79e-05,0.701,0.878,0.522,0
1540,0.268,0.4029999999999999,0.214,0.922,0
1541,0.231,0.5589999999999999,0.613,3.47e-06,0
1542,0.257,0.698,0.605,0.302,0
1543,0.185,0.619,0.953,0.918,0
1544,0.425,0.134,0.59,0.802,0
1545,0.308,0.4479999999999999,0.627,0.0,0
1546,0.3329999999999999,0.561,0.575,0.0251,0
1548,0.00112,0.769,0.8859999999999999,0.0484,0
1549,0.00104,0.667,0.8140000000000001,0.825,0
1550,0.00504,0.628,0.8640000000000001,0.0138,0
1552,0.0378,0.716,0.986,0.382,0
1553,0.0409,0.809,0.627,0.143,0
1554,0.0498,0.708,0.447,1.41e-05,0
1557,0.2689999999999999,0.421,0.652,8.47e-06,0
1558,0.0141,0.745,0.7140000000000001,0.0222,0
1559,0.0809,0.8170000000000001,0.3229999999999999,0.845,0
1562,0.00695,0.536,0.823,9.14e-05,0
1563,0.778,0.501,0.723,0.78,0
1564,0.000944,0.105,0.885,0.942,0
1566,0.0188,0.473,0.871,0.198,0
1567,0.00699,0.545,0.91,0.0222,0
1568,0.0969999999999999,0.7020000000000001,0.608,0.142,0
1569,0.0176,0.657,0.536,0.00271,0
1570,0.0204,0.8490000000000001,0.883,0.00889,0
1574,0.629,0.573,0.498,0.7759999999999999,0
1575,0.00183,0.659,0.763,0.0129,0
1576,0.0721,0.647,0.913,3.19e-05,0
1577,0.295,0.54,0.949,0.0293,0
1578,0.688,0.53,0.568,0.0355,0
1580,0.0749,0.5920000000000001,0.93,0.000654,0
1581,0.00125,0.568,0.639,1.42e-05,0
1584,0.431,0.2739999999999999,0.73,1.92e-05,0
1586,0.00134,0.7759999999999999,0.792,0.875,0
1590,0.013,0.595,0.945,0.381,0
1591,0.594,0.616,0.7509999999999999,0.568,0
1592,0.273,0.425,0.483,2.53e-05,0
1594,0.8009999999999999,0.499,0.13,0.196,0
1595,0.00915,0.384,0.802,0.0819,0
1596,0.155,0.551,0.5529999999999999,0.926,0
1599,0.0235,0.664,0.962,0.0157,0
1600,0.0997,0.597,0.7859999999999999,0.0241,0
1601,0.0289,0.5720000000000001,0.8029999999999999,7.74e-06,0
1602,0.00399,0.7759999999999999,0.675,0.0698,0
1604,0.152,0.634,0.877,0.0,0
1605,0.000304,0.345,0.87,0.025,0
1608,0.497,0.3429999999999999,0.71,1.42e-06,0
1609,0.206,0.8540000000000001,0.599,0.861,0
1610,0.00183,0.54,0.929,0.000193,0
1611,0.0507,0.591,0.5589999999999999,0.3329999999999999,0
1612,0.00427,0.597,0.5379999999999999,2.4e-06,0
1613,0.00124,0.8029999999999999,0.961,0.313,0
1614,0.0377,0.515,0.938,0.77,0
1615,0.4539999999999999,0.392,0.359,0.09,0
1616,0.196,0.746,0.4589999999999999,0.871,0
1617,0.0439,0.815,0.561,0.00208,0
1618,0.0363,0.601,0.79,0.128,0
1622,0.00275,0.727,0.943,0.0,0
1624,0.0763,0.5329999999999999,0.797,0.0,0
1625,0.0109,0.546,0.7490000000000001,0.3779999999999999,0
1627,0.0265,0.616,0.512,0.000624,0
1628,0.985,0.217,0.138,0.0374,0
1631,0.00036,0.609,0.809,0.816,0
1635,0.0105,0.602,0.947,0.8809999999999999,0
1636,0.03,0.455,0.939,0.9,0
1638,0.863,0.471,0.481,0.0885,0
1641,0.019,0.462,0.556,0.8079999999999999,0
1643,0.0512,0.706,0.625,0.687,0
1645,0.0025,0.7090000000000001,0.995,4.64e-05,0
1647,0.0383,0.345,0.926,0.012,0
1648,0.0359,0.813,0.7929999999999999,0.6509999999999999,0
1649,0.241,0.174,0.568,0.557,0
1650,0.00575,0.528,0.496,0.204,0
1652,0.00533,0.421,0.8,0.332,0
1653,0.00263,0.7120000000000001,0.83,0.0153,0
1654,0.0356,0.682,0.989,0.0075299999999999,0
1656,0.0298,0.529,0.523,0.8059999999999999,0
1657,0.067,0.716,0.631,0.427,0
1659,0.00122,0.7070000000000001,0.797,0.0058,0
1662,0.0794,0.7140000000000001,0.908,0.0,0
1665,0.00185,0.657,0.91,0.5539999999999999,0
1666,0.0991,0.6859999999999999,0.948,0.0164,0
1668,0.000103,0.805,0.512,0.4529999999999999,0
1671,0.72,0.774,0.244,0.915,0
1672,0.0301,0.779,0.629,0.807,0
1675,0.276,0.6970000000000001,0.389,0.882,0
1676,0.0386,0.583,0.809,0.282,0
1677,0.00108,0.618,0.943,0.0143,0
1678,0.00442,0.509,0.904,0.843,0
1679,0.0005639999999999,0.795,0.518,0.00895,0
1680,0.127,0.848,0.659,0.3929999999999999,0
1681,0.3929999999999999,0.7190000000000001,0.3939999999999999,0.00948,0
1682,0.238,0.481,0.687,0.11,0
